bare	accented	translations_en	translations_de	gender	partner	animate	indeclinable	sg_only	pl_only	sg_nom	sg_gen	sg_dat	sg_acc	sg_inst	sg_prep	pl_nom	pl_gen	pl_dat	pl_acc	pl_inst	pl_prep
девственность	де'вственность	virginity	Jungfräulichkeit	f		0	0	0	0	де'вственность	де'вственности	де'вственности	де'вственность	де'вственностью	де'вственности	де'вственности	де'вственностей	де'вственностям	де'вственности	де'вственностями	де'вственностях
шалун	шалу'н		Wildfang	m	шалунья	1	0	0	0	шалу'н	шалуна'	шалуну'	шалуна'	шалуно'м	шалуне'	шалуны'	шалуно'в	шалуна'м	шалуно'в	шалуна'ми	шалуна'х
замыкание	замыка'ние	shorting, fault	Schließen, Schluss	n		0	0	0	0	замыка'ние	замыка'ния	замыка'нию	замыка'ние	замыка'нием	замыка'нии	замыка'ния	замыка'ний	замыка'ниям	замыка'ния	замыка'ниями	замыка'ниях
окорок	о'корок	ham, gammon	Schinken, Hammelkeule	m		0	0	0	0	о'корок	о'корока	о'короку	о'корок	о'короком	о'короке	окорока'	окороко'в	окорока'м	окорока'	окорока'ми	окорока'х
богема	боге'ма	Bohemia, Bohemianism	Boheme, Künstlermilieu	f		0	0	1	0	боге'ма	боге'мы	боге'ме	боге'му	боге'мой,  боге'мою	боге'ме						
хлопчик	хло'пчик		kleiner Junge, Kerlchen			1	0	0	0	хло'пчик	хло'пчика	хло'пчику	хло'пчика	хло'пчиком	хло'пчике	хло'пчики	хло'пчиков	хло'пчикам	хло'пчиков	хло'пчиками	хло'пчиках
сиделка	сиде'лка	nurse	Krankenwärterin, Krankenpflegerin			1	0	0	0	сиде'лка	сиде'лки	сиде'лке	сиде'лку	сиде'лкой, сиде'лкою	сиде'лке	сиде'лки	сиде'лок	сиде'лкам	сиде'лок	сиде'лками	сиде'лках
власы	власы'		Haare (Menschenhaare)																		
чубчик	чу'бчик		kleine Haartolle, hübsche Stirnlocke			0	0	0	0	чу'бчик	чу'бчика	чу'бчику	чу'бчик	чу'бчиком	чу'бчике	чу'бчики	чу'бчиков	чу'бчикам	чу'бчики	чу'бчиками	чу'бчиках
авиатор	авиа'тор	airman, aviator, pilot	Luftfahrer, Luftschiffer, Pilot	m		0	0	0	0	авиа'тор	авиа'тора	авиа'тору	авиа'тора	авиа'тором	авиа'торе	авиа'торы	авиа'торов	авиа'торам	авиа'торов	авиа'торами	авиа'торах
скаут	ска'ут	scout	Scout, Pfadfinder	m		1	0	0	0	ска'ут	ска'ута	ска'уту	ска'ута	ска'утом	ска'уте	ска'уты	ска'утов	ска'утам	ска'утов	ска'утами	ска'утах
бук	бук	beech	Buche	m		0	0	0	0	бу'к	бу'ка	бу'ку	бу'к	бу'ком	бу'ке	бу'ки	бу'ков	бу'кам	бу'ки	бу'ками	бу'ках
панов	пано'в		Panow (Herr P.)	m		1															
янтарь	янта'рь	amber	Bernstein	m		0	0	0	0	янта'рь	янтаря'	янтарю'	янта'рь	янтарём	янтаре'	янтари'	янтаре'й	янтаря'м	янтари'	янтаря'ми	янтаря'х
пшено	пшено'	millet	Hirse	n		0	0	1	0	пшено'	пшена'	пшену'	пшено'	пшено'м	пшене'						
электробритва	электробри'тва		Elektrorasierer, Trockenrasierer			0	0	0	0	электробри'тва	электробри'твы	электробри'тве	электробри'тву	электробри'твой, электробри'твою	электробри'тве	электробри'твы	электробри'тв	электробри'твам	электробри'твы	электробри'твами	электробри'твах
Пятигорск	Пятиго'рск		Pjatigorsk	m		0	0	1	0	Пятиго'рск	Пятиго'рска	Пятиго'рску	Пятиго'рск	Пятиго'рском	Пятиго'рске						
балканы	балка'ны		Balkan				0	0	1												
ягнёнок	ягнёнок	lamb	Lamm	m		1	0	0	0	ягнёнок	ягнёнка	ягнёнку	ягнёнка	ягнёнком	ягнёнке	ягня'та	ягня'т	ягня'там	ягня'т	ягня'тами	ягня'тах
чесотка	чесо'тка	scab, rash, mange, itch	Krätze, Schorf			0	0	0	0	чесо'тка	чесо'тки	чесо'тке	чесо'тку	чесо'ткой, чесо'ткою	чесо'тке	чесо'тки	чесо'ток	чесо'ткам	чесо'тки	чесо'тками	чесо'тках
гадалка	гада'лка	fortune-teller, soothsayer	Wahrsagerin, Kartenlegerin	f		1	0	0	0	гада'лка	гада'лки	гада'лке	гада'лку	гада'лкой, гада'лкою	гада'лке	гада'лки	гада'лок	гада'лкам	гада'лки	гада'лками	гада'лках
победительница	победи'тельница	conqueror, victor, winner	Gewinnerin			1	0	0	0	победи'тельница	победи'тельницы	победи'тельнице	победи'тельницу	победи'тельницей, победи'тельницею	победи'тельнице	победи'тельницы	победи'тельниц	победи'тельницам	победи'тельниц	победи'тельницами	победи'тельницах
порез	поре'з	cut	Schnitt, Schnittwunde	m		0	0	0	0	поре'з	поре'за	поре'зу	поре'з	поре'зом	поре'зе	поре'зы	поре'зов	поре'зам	поре'зы	поре'зами	поре'зах
писака	писа'ка	scribbler	Schreiberling, Tintenknecht, Literat	m		1	0	0	0	писа'ка	писа'ки	писа'ке	писа'ку	писа'кой, писа'кою	писа'ке	писа'ки	писа'к	писа'кам	писа'к	писа'ками	писа'ках
метаморфоза	метаморфо'за	metamorphosis	Metamorphose	f		0	0	0	0	метаморфо'за	метаморфо'зы	метаморфо'зе	метаморфо'зу	метаморфо'зой, метаморфо'зою	метаморфо'зе	метаморфо'зы	метаморфо'з	метаморфо'зам	метаморфо'зы	метаморфо'зами	метаморфо'зах
дылда	ды'лда	girl	langer Lulatsch, Bohnenstange; Lolita, Milchbart			1	0	0	0	ды'лда	ды'лды	ды'лде	ды'лду	ды'лдой, ды'лдою	ды'лде	ды'лды	ды'лд	ды'лдам	ды'лд	ды'лдами	ды'лдах
альбатрос	альбатро'с	albatross	Albatros; Albatros	m		1	0	0	0	альбатро'с	альбатро'са	альбатро'су	альбатро'са	альбатро'сом	альбатро'се	альбатро'сы	альбатро'сов	альбатро'сам	альбатро'сов	альбатро'сами	альбатро'сах
нестабильность	нестаби'льность	instability	Instabilität, Unsicherheit	f		0	0	0	0	нестаби'льность	нестаби'льности	нестаби'льности	нестаби'льность	нестаби'льностью	нестаби'льности	нестаби'льности	нестаби'льностей	нестаби'льностям	нестаби'льности	нестаби'льностями	нестаби'льностях
голландка	голла'ндка	Dutchwoman, cow, hen, of Dutch breed	Niederländerinnen; Holländerofen, Kachelofen; Matrosenkittel	f	голландец	1	0	0	0	голла'ндка	голла'ндки	голла'ндке	голла'ндку	голла'ндкой, голла'ндкою	голла'ндке	голла'ндки	голла'ндок	голла'ндкам	голла'ндок	голла'ндками	голла'ндках
мюзикл	мю'зикл	musical	Musical	m		0															
разрастание	разраста'ние		Wucherung			0	0	0	0	разраста'ние	разраста'ния	разраста'нию	разраста'ние	разраста'нием	разраста'нии	разраста'ния	разраста'ний	разраста'ниям	разраста'ния	разраста'ниями	разраста'ниях
передряга	передря'га	scrape	Wechsel, Erschütterung, Patsche, Klemme, Auseinandersetzung			0	0	0	0	передря'га	передря'ги	передря'ге	передря'гу	передря'гой, передря'гою	передря'ге	передря'ги	передря'г	передря'гам	передря'ги	передря'гами	передря'гах
миграция	мигра'ция	migration	Migration	f		0	0	0	0	мигра'ция	мигра'ции	мигра'ции	мигра'цию	мигра'цией, мигра'циею	мигра'ции	мигра'ции	мигра'ций	мигра'циям	мигра'ции	мигра'циями	мигра'циях
актуальность	актуа'льность	actuality, urgency, topicality	Relevanz, Aktualität, Dringlichkeit	f		0	0	0	0	актуа'льность	актуа'льности	актуа'льности	актуа'льность	актуа'льностью	актуа'льности	актуа'льности	актуа'льностей	актуа'льностям	актуа'льности	актуа'льностями	актуа'льностях
Рейн	Рейн		der Rhein	m		0	0	1	0	Ре'йн	Ре'йна	Ре'йну	Ре'йн	Ре'йном	Ре'йне						
останкино	оста'нкино		Ostankino (Stadtteil von Moskau)			0	0	1	0												
девонька	де'вонька		Mädchen			1	0	0	0	де'вонька	де'воньки	де'воньке	де'воньку	де'вонькой, де'вонькою	де'воньке	де'воньки	де'вонек	де'вонькам	де'вонек	де'воньками	де'воньках
проектирование	проекти'рование	projecting, projection, planning, designing	Entwerfen, Planung, Entwicklung	n		0	0	0	0	проекти'рование	проекти'рования	проекти'рованию	проекти'рование	проекти'рованием	проекти'ровании	проекти'рования	проекти'рований	проекти'рованиям	проекти'рования	проекти'рованиями	проекти'рованиях
гладиатор	гладиа'тор	gladiator	Gladiator	m		1	0	0	0	гладиа'тор	гладиа'тора	гладиа'тору	гладиа'тора	гладиа'тором	гладиа'торе	гладиа'торы	гладиа'торов	гладиа'торам	гладиа'торов	гладиа'торами	гладиа'торах
небосклон	небоскло'н	sky	Horizont	m		0	0	0	0	небоскло'н	небоскло'на	небоскло'ну	небоскло'н	небоскло'ном	небоскло'не	небоскло'ны	небоскло'нов	небоскло'нам	небоскло'ны	небоскло'нами	небоскло'нах
калмык	калмы'к	Kalmyk	Kalmücke			1	0	0	0	калмы'к	калмы'ка	калмы'ку	калмы'ка	калмы'ком	калмы'ке	калмы'ки	калмы'ков	калмы'кам	калмы'ков	калмы'ками	калмы'ках
шмон	шмон		Durchsuchung, Hausdurchsuchung	m		0	0	0	0	шмо'н	шмо'на	шмо'ну	шмо'н	шмо'ном	шмо'не	шмо'ны	шмо'нов	шмо'нам	шмо'ны	шмо'нами	шмо'нах
стрелка	стре'лка	pointer, hand, arrow, railway points, switch, spit	Pfeil; Zeiger, Nadel; Weiche; Bügelfalte	f		0	0	0	0	стре'лка	стре'лки	стре'лке	стре'лку	стре'лкой, стре'лкою	стре'лке	стре'лки	стре'лок	стре'лкам	стре'лки	стре'лками	стре'лках
бдение	бде'ние	vigil	Wachsein, Wachen, Nachtwache	n		0	0	0	0	бде'ние	бде'ния	бде'нию	бде'ние	бде'нием	бде'нии	бде'ния	бде'ний	бде'ниям	бде'ния	бде'ниями	бде'ниях
отчисление	отчисле'ние	deduction, assignment, dismissal, sending down	Exmatrikulation	n		0	0	0	0	отчисле'ние	отчисле'ния	отчисле'нию	отчисле'ние	отчисле'нием	отчисле'нии	отчисле'ния	отчисле'ний	отчисле'ниям	отчисле'ния	отчисле'ниями	отчисле'ниях
капонир	капони'р	caponier	Grabenwehr, Zwei-Seiten-Bunker			0	0	0	0	капони'р	капони'ра	капони'ру	капони'р	капони'ром	капони'ре	капони'ры	капони'ров	капони'рам	капони'ры	капони'рами	капони'рах
мореходка	мореходка		└ Seefahrtschule/Seefahrtsschule┘, └ Schifffahrtschule/Schifffahrtsschule┘	f		0															
крикун	крику'н	shouter, bawler, squaller, babbler	Schwätzer; Schreihals; Schreiadler			1	0	0	0	крику'н	крикуна'	крикуну'	крикуна'	крикуно'м	крикуне'	крикуны'	крикуно'в	крикуна'м	крикуно'в	крикуна'ми	крикуна'х
буржуйка	буржу'йка		Angehörige der Bourgeoisie			1	0	0	0	буржу'йка	буржу'йки	буржу'йке	буржу'йку	буржу'йкой, буржу'йкою	буржу'йке	буржу'йки	буржу'ек	буржу'йкам	буржу'ек	буржу'йками	буржу'йках
радиопередача	радиопереда'ча	radio transmission, broadcast	Rundfunksendung, Rundfunkübertragung			0	0	0	0	радиопереда'ча	радиопереда'чи	радиопереда'че	радиопереда'чу	радиопереда'чей, радиопереда'чею	радиопереда'че	радиопереда'чи	радиопереда'ч	радиопереда'чам	радиопереда'чи	радиопереда'чами	радиопереда'чах
громкоговоритель	громкоговори'тель	loud-speaker	Lautsprecher	m		0	0	0	0	громкоговори'тель	громкоговори'теля	громкоговори'телю	громкоговори'тель	громкоговори'телем	громкоговори'теле	громкоговори'тели	громкоговори'телей	громкоговори'телям	громкоговори'тели	громкоговори'телями	громкоговори'телях
абитуриент	абитурие'нт	university entrant	Studienanfänger, Studienbewerber	m	абитуриентка	1	0	0	0	абитурие'нт	абитурие'нта	абитурие'нту	абитурие'нта	абитурие'нтом	абитурие'нте	абитурие'нты	абитурие'нтов	абитурие'нтам	абитурие'нтов	абитурие'нтами	абитурие'нтах
волокита	волоки'та	red tape, procrastination, ladykiller	Bürokratie, Papierkrieg, Amtsschimmel; endlose Schlendereien			0	0	0	0	волоки'та	волоки'ты	волоки'те	волоки'ту	волоки'той, волоки'тою	волоки'те	волоки'ты	волоки'т	волоки'там	волоки'ты	волоки'тами	волоки'тах
тальк	тальк	talc	Talkum			0	0	0	0	та'льк	та'лька	та'льку	та'льк	та'льком	та'льке	та'льки	та'льков	та'лькам	та'льки	та'льками	та'льках
общепит	общепи'т	public catering	Gaststättenwesen, Gaststättengewerbe, Kantinenwesen, Speisegaststättenverbund; Speisegaststättenorganisation; Gemeinschaftsverpflegung, Essendienst	m		0	0	1	0	общепи'т	общепи'та	общепи'ту	общепи'т	общепи'том	общепи'те						
громкость	гро'мкость	Volume	Lautstärke			0	0	0	0	гро'мкость	гро'мкости	гро'мкости	гро'мкость	гро'мкостью	гро'мкости	гро'мкости	гро'мкостей	гро'мкостям	гро'мкости	гро'мкостями	гро'мкостях
проплешина	пропле'шина		kahle Stelle, Stelle mit dünnerem Haar			0	0	0	0	пропле'шина	пропле'шины	пропле'шине	пропле'шину	пропле'шиной, пропле'шиною	пропле'шине	пропле'шины	пропле'шин	пропле'шинам	пропле'шины	пропле'шинами	пропле'шинах
петелька	пе'телька		kleine Schleife, kleiner Bügel			0	0	0	0	пе'телька	пе'тельки	пе'тельке	пе'тельку	пе'телькой, пе'телькою	пе'тельке	пе'тельки	пе'телек	пе'телькам	пе'тельки	пе'тельками	пе'тельках
шамраев	шамраев		Schamrajew (Herr S.)	m		1															
безответственность	безотве'тственность	irresponsibility	Verantwortungslosigkeit	f		0	0	0	0	безотве'тственность	безотве'тственности	безотве'тственности	безотве'тственность	безотве'тственностью	безотве'тственности	безотве'тственности	безотве'тственностей	безотве'тственностям	безотве'тственности	безотве'тственностями	безотве'тственностях
чечётка	чечётка	redpoll, tchetchotka	Stepptanz; Zeisig, Birkenzeisig, Hänfling; Plappermäulchen			0	0	0	0	чечётка	чечётки	чечётке	чечётку	чечёткой, чечёткою	чечётке	чечётки	чечёток	чечёткам	чечётки	чечётками	чечётках
гагра	гагра		Gagra																		
помело	помело'	broom	Schrubber, Besen; Zunge, Waschlappen	n		0	0	0	0	помело'	помела'	помелу'	помело'	помело'м	помеле'	поме'лья	поме'льев	поме'льям	поме'лья	поме'льями	поме'льях
парабеллум	парабе'ллум	automatic	Parabellum			0	0	0	0	парабе'ллум	парабе'ллума	парабе'ллуму	парабе'ллум	парабе'ллумом	парабе'ллуме	парабе'ллумы	парабе'ллумов	парабе'ллумам	парабе'ллумы	парабе'ллумами	парабе'ллумах
отстойник	отсто'йник		Absatzbecken, Absetzkammer; Diebeshöhle, Diebesnest			0	0	0	0	отсто'йник	отсто'йника	отсто'йнику	отсто'йник	отсто'йником	отсто'йнике	отсто'йники	отсто'йников	отсто'йникам	отсто'йники	отсто'йниками	отсто'йниках
левша	левша'	left-hander, left-handed person	Linkshänder	m		1	0	0	0	левша'	левши'	левше'	левшу'	левшо'й, левшо'ю	левше'	левши'	левше'й	левша'м	левши'	левша'ми	левша'х
необычность	необы'чность	singularity, uncommonness	Ungewöhnlichkeit, Besonderheit			0	0	0	0	необы'чность	необы'чности	необы'чности	необы'чность	необы'чностью	необы'чности	необы'чности	необы'чностей	необы'чностям	необы'чности	необы'чностями	необы'чностях
подмостки	подмо'стки	scaffolding, staging, stage, boards	Bühne, Bretter; Gerüst; Laufbrett, Laufbohle, Steg	m		0	0	0	1												
затрещина	затре'щина	box on the ear	Ohrfeige, Backpfeife			0	0	0	0	затре'щина	затре'щины	затре'щине	затре'щину	затре'щиной, затре'щиною	затре'щине	затре'щины	затре'щин	затре'щинам	затре'щины	затре'щинами	затре'щинах
горизонталь	горизонта'ль	horizontal, horizontal line, contour line	Horizontale, Gerade	f		0	0	0	0	горизонта'ль	горизонта'ли	горизонта'ли	горизонта'ль	горизонта'лью	горизонта'ли	горизонта'ли	горизонта'лей	горизонта'лям	горизонта'ли	горизонта'лями	горизонта'лях
вагонетка	вагоне'тка	trolley, truck, car	Lore, Hunt, kleiner Güterwaggon	f		0	0	0	0	вагоне'тка	вагоне'тки	вагоне'тке	вагоне'тку	вагоне'ткой, вагоне'ткою	вагоне'тке	вагоне'тки	вагоне'ток	вагоне'ткам	вагоне'тки	вагоне'тками	вагоне'тках
отрочество	о'трочество	adolescence	Teenageralter, Burschenalter, Mädchenjahre	n		0	0	0	0	о'трочество	о'трочества	о'трочеству	о'трочество	о'трочеством	о'трочестве	о'трочества	о'трочеств	о'трочествам	о'трочества	о'трочествами	о'трочествах
казахстанец	казахстанец		Staatsbürger Kasachstans	m		1															
силища	си'лища		Riesenkraft, Bärenkraft			0	0	0	0	си'лища	си'лищи	си'лище	си'лищу	си'лищей, си'лищею	си'лище	си'лищи	си'лищ	си'лищам	си'лищи	си'лищами	си'лищах
раджа	ра'джа	rajah	Radscha	m		1	0	0	0												
колун	колу'н	chopper	Axt, Spaltaxt	m		0	0	0	0	колу'н	колуна'	колуну'	колу'н	колуно'м	колуне'	колуны'	колуно'в	колуна'м	колуны'	колуна'ми	колуна'х
кодировка	кодиро'вка		Codierung, Verschlüsselung	f		0	0	0	0	кодиро'вка	кодиро'вки	кодиро'вке	кодиро'вку	кодиро'вкой, кодиро'вкою	кодиро'вке	кодиро'вки	кодиро'вок	кодиро'вкам	кодиро'вки	кодиро'вками	кодиро'вках
паяльник	пая'льник	soldering iron	Lötkolben			0	0	0	0	пая'льник	пая'льника	пая'льнику	пая'льник	пая'льником	пая'льнике	пая'льники	пая'льников	пая'льникам	пая'льники	пая'льниками	пая'льниках
иностранка	иностра'нка	foreigner	Ausländerin; Bibliothek für ausländische Literatur			1	0	0	0	иностра'нка	иностра'нки	иностра'нке	иностра'нку	иностра'нкой, иностра'нкою	иностра'нке	иностра'нки	иностра'нок	иностра'нкам	иностра'нок	иностра'нками	иностра'нках
подкоп	подко'п	sap, undermining	unterirdischer Gang, Minengang, Untergrabung, Unterhöhlung			0	0	0	0	подко'п	подко'па	подко'пу	подко'п	подко'пом	подко'пе	подко'пы	подко'пов	подко'пам	подко'пы	подко'пами	подко'пах
перевоплощение	перевоплоще'ние	reincarnation, transformation	Verwandlung	n		0	0	0	0												
галера	гале'ра	galley	Galeere	f		0	0	0	0	гале'ра	гале'ры	гале'ре	гале'ру	гале'рой, гале'рою	гале'ре	гале'ры	гале'р	гале'рам	гале'ры	гале'рами	гале'рах
надсмотрщик	надсмо'трщик	overseer, jailer, slave-driver	Aufseher, Gefängnisaufseher, Gefängniswärter			1	0	0	0	надсмо'трщик	надсмо'трщика	надсмо'трщику	надсмо'трщика	надсмо'трщиком	надсмо'трщике	надсмо'трщики	надсмо'трщиков	надсмо'трщикам	надсмо'трщиков	надсмо'трщиками	надсмо'трщиках
расценок	расце'нок		Preis, Preissetzung, Schätzen, Abschätzung			0	0	0	0	расце'нок	расце'нка	расце'нку	расце'нок	расце'нком	расце'нке	расце'нки	расце'нков	расце'нкам	расце'нки	расце'нками	расце'нках
фаланга	фала'нга	phalanx, phalange	Walzenspinne	f		1															
оракул	ора'кул	oracle	Orakel, Hellseher			1	0	0	0	ора'кул	ора'кула	ора'кулу	ора'кула	ора'кулом	ора'куле	ора'кулы	ора'кулов	ора'кулам	ора'кулов	ора'кулами	ора'кулах
Выборг	Вы'борг		Wyborg	m		0	0	1	0	Вы'борг	Вы'борга	Вы'боргу	Вы'борг	Вы'боргом	Вы'борге						
лихач	лиха'ч	driver of smart cab, dare-devil	Verkehrsrowdy, Raser, Tollkopf			1	0	0	0	лиха'ч	лихача'	лихачу'	лихача'	лихачо'м	лихаче'	лихачи'	лихаче'й	лихача'м	лихаче'й	лихача'ми	лихача'х
водовоз	водово'з	water-carrier	Wasserträger			1	0	0	0	водово'з	водово'за	водово'зу	водово'за	водово'зом	водово'зе	водово'зы	водово'зов	водово'зам	водово'зов	водово'зами	водово'зах
нагноение	нагное'ние	festering, suppuration	Vereiterung			0	0	0	0	нагное'ние	нагное'ния	нагное'нию	нагное'ние	нагное'нием	нагное'нии	нагное'ния	нагное'ний	нагное'ниям	нагное'ния	нагное'ниями	нагное'ниях
щёголь	щёголь	dandy, fop	Rotschenkel, Wasserläufer; Dandy, Kleidernarr, Lackaffe, Schnösel			1	0	0	0	щёголь	щёголя	щёголю	щёголь	щёголем	щёголе	щёголи	щёголей	щёголям	щёголи	щёголями	щёголях
кормилица	корми'лица	wet-nurse, bread-winner	Ernäherin, Geldverdienerini, Amme			1	0	0	0	корми'лица	корми'лицы	корми'лице	корми'лицу	корми'лицей, корми'лицею	корми'лице	корми'лицы	корми'лиц	корми'лицам	корми'лиц	корми'лицами	корми'лицах
качалка	кача'лка	rocking-chair	Wiege / Schaukel, Schaukelwiege, Hängewiege; Schaukelstuhl; Fitnesscenter, Fitnesszentrum, Fitnessraum			0	0	0	0	кача'лка	кача'лки	кача'лке	кача'лку	кача'лкой, кача'лкою	кача'лке	кача'лки	кача'лок	кача'лкам	кача'лки	кача'лками	кача'лках
неразглашение	неразглаше'ние	nondisclosure	Geheimhaltung, Nichtweitergabe			0	0	0	0	неразглаше'ние	неразглаше'ния	неразглаше'нию	неразглаше'ние	неразглаше'нием	неразглаше'нии	неразглаше'ния	неразглаше'ний	неразглаше'ниям	неразглаше'ния	неразглаше'ниями	неразглаше'ниях
пальпация	пальпа'ция		Palpation, Abtasten, Befühlen			0	0	0	0	пальпа'ция	пальпа'ции	пальпа'ции	пальпа'цию	пальпа'цией, пальпа'циею	пальпа'ции	пальпа'ции	пальпа'ций	пальпа'циям	пальпа'ции	пальпа'циями	пальпа'циях
крапинка	кра'пинка	speck, speckle, spot	kleiner Farbtupfer			0	0	0	0	кра'пинка	кра'пинки	кра'пинке	кра'пинку	кра'пинкой, кра'пинкою	кра'пинке	кра'пинки	кра'пинок	кра'пинкам	кра'пинки	кра'пинками	кра'пинках
шлепок	шлепо'к	slap, smack	Klaps	m		0	0	0	0	шлепо'к	шлепка'	шлепку'	шлепо'к	шлепко'м	шлепке'	шлепки'	шлепко'в	шлепка'м	шлепки'	шлепка'ми	шлепка'х
свинарник	свина'рник	pigsty, pigpen	Schweinestall	m		0	0	0	0	свина'рник	свина'рника	свина'рнику	свина'рник	свина'рником	свина'рнике	свина'рники	свина'рников	свина'рникам	свина'рники	свина'рниками	свина'рниках
резка	ре'зка	cutting	Schneiden, Schnitt, Trennen			0	0	0	0	ре'зка	ре'зки	ре'зке	ре'зку	ре'зкой, ре'зкою	ре'зке	ре'зки	ре'зок	ре'зкам	ре'зки	ре'зками	ре'зках
компакт	компакт		CD; Kompakt-	m		0	0	0	0	компа'кт	компа'кта	компа'кту	компа'кт	компа'ктом	компа'кте	компа'кты	компа'ктов	компа'ктам	компа'кты	компа'ктами	компа'ктах
секундочка	секу'ндочка		Momentchen, Sekündchen	f		0	0	0	0	секу'ндочка	секу'ндочки	секу'ндочке	секу'ндочку	секу'ндочкой	секу'ндочке	секу'ндочки	секу'ндочек	секу'ндочкам	секу'ндочки	секу'ндочками	секу'ндочках
квант	квант	quantum	Quant	m		0	0	0	0	ква'нт	ква'нта	ква'нту	ква'нт	ква'нтом	ква'нте	ква'нты	ква'нтов	ква'нтам	ква'нты	ква'нтами	ква'нтах
вероисповедание	вероиспове'дание	religion, denomination	Anbetung, Glaubensbekenntnis, Konfession	n		0	0	0	0	вероиспове'дание	вероиспове'дания	вероиспове'данию	вероиспове'дание	вероиспове'данием	вероиспове'дании	вероиспове'дания	вероиспове'даний	вероиспове'даниям	вероиспове'дания	вероиспове'даниями	вероиспове'даниях
безбожник	безбо'жник	atheist; not god believer	Ketzer, Ruchloser, Glaubensloser	m	безбожница	1	0	0	0	безбо'жник	безбо'жника	безбо'жнику	безбо'жника	безбо'жником	безбо'жнике	безбо'жники	безбо'жников	безбо'жникам	безбо'жников	безбо'жниками	безбо'жниках
тлен	тлен		Staub des Vergänglichen			0	0	0	0	тле'н	тле'на	тле'ну	тле'н	тле'ном	тле'не	тле'ны	тле'нов	тле'нам	тле'ны	тле'нами	тле'нах
неплатёж	неплатёж	non-payment	Nichtzahlung, Nichtbezahlung, Zahlungsrückstand			0	0	0	0	неплатёж	неплатежа'	неплатежу'	неплатёж	неплатежо'м	неплатеже'	неплатежи'	неплатеже'й	неплатежа'м	неплатежи'	неплатежа'ми	неплатежа'х
маркировка	маркиро'вка	marking	Markierung			0	0	0	0	маркиро'вка	маркиро'вки	маркиро'вке	маркиро'вку	маркиро'вкой, маркиро'вкою	маркиро'вке	маркиро'вки	маркиро'вок	маркиро'вкам	маркиро'вки	маркиро'вками	маркиро'вках
казённик	казённик		Hinterstück, Bodenplatte			0	0	0	0	казённик	казённика	казённику	казённик	казёнником	казённике	казённики	казёнников	казённикам	казённики	казённиками	казённиках
Маньчжурия	Маньчжу'рия		Mandschurei	f			0	1	0	Маньчжу'рия	Маньчжу'рии	Маньчжу'рии	Маньчжу'рию	Маньчжу'рией, Маньчжу'риею	Маньчжу'рии						
кофр	кофр		Schrankkoffer, Truhe, große Reisetasche; (militärisch:) überdeckter Graben	m		0															
туркмен	туркме'н	Turkman	Turkmene	m	туркменка	1	0	0	0	туркме'н	туркме'на	туркме'ну	туркме'на	туркме'ном	туркме'не	туркме'ны	туркме'нов	туркме'нам	туркме'нов	туркме'нами	туркме'нах
сенцы	сенцы		kleiner Flur, kleine Diele	m		0	0	0	1												
пагода	па'года	pagoda	Pagode	f		0	0	0	0	па'года	па'годы	па'годе	па'году	па'годой, па'годою	па'годе	па'годы	па'год	па'годам	па'годы	па'годами	па'годах
кокорин	кокорин		Kokorin (Herr K.)	m		1															
бездарь	бе'здарь		fehlende Begabung	m		1	0	0	0	безда'рь	бе'здари	бе'здари	бе'здарь	бе'здарью	бе'здари	бездари'	бе'здарей	бе'здарям	бе'здарей	бе'здарями	бе'здарях
нефтяник	нефтя'ник	oil industry worker	Spezialist in der Erdölindustrie, Erdölarbeiter	m		1	0	0	0	нефтя'ник	нефтя'ника	нефтя'нику	нефтя'ника	нефтя'ником	нефтя'нике	нефтя'ники	нефтя'ников	нефтя'никам	нефтя'ников	нефтя'никами	нефтя'никах
сатрап	сатра'п	satrap	Satrap	m		1	0	0	0	сатра'п	сатра'па	сатра'пу	сатра'па	сатра'пом	сатра'пе	сатра'пы	сатра'пов	сатра'пам	сатра'пов	сатра'пами	сатра'пах
кокарда	кока'рда	cockade	Kokarde			0	0	0	0	кока'рда	кока'рды	кока'рде	кока'рду	кока'рдой, кока'рдою	кока'рде	кока'рды	кока'рд	кока'рдам	кока'рды	кока'рдами	кока'рдах
собиратель	собира'тель	gatherer, collector	Sammler			1	0	0	0	собира'тель	собира'теля	собира'телю	собира'теля	собира'телем	собира'теле	собира'тели	собира'телей	собира'телям	собира'телей	собира'телями	собира'телях
ставленник	ста'вленник	protege	Schützling, Günstling, Strohmann, Protege			1	0	0	0	ста'вленник	ста'вленника	ста'вленнику	ста'вленника	ста'вленником	ста'вленнике	ста'вленники	ста'вленников	ста'вленникам	ста'вленников	ста'вленниками	ста'вленниках
нектар	некта'р	nectar	Nektar	m		0	0	0	0	некта'р	некта'ра	некта'ру	некта'р	некта'ром	некта'ре	некта'ры	некта'ров	некта'рам	некта'ры	некта'рами	некта'рах
скотопромышленник	скотопромы'шленник	cattle-dealer	Arbeiter in der Tierproduktion; Viehhändler			1	0	0	0	скотопромы'шленник	скотопромы'шленника	скотопромы'шленнику	скотопромы'шленника	скотопромы'шленником	скотопромы'шленнике	скотопромы'шленники	скотопромы'шленников	скотопромы'шленникам	скотопромы'шленников	скотопромы'шленниками	скотопромы'шленниках
