bare	accented	translations_en	translations_de	aspect	partner	imperative_sg	imperative_pl	past_m	past_f	past_n	past_pl	presfut_sg1	presfut_sg2	presfut_sg3	presfut_pl1	presfut_pl2	presfut_pl3
начудить	начуди'ть	do strange things, behave in an odd way	alle möglichen dummen Streiche anstellen / machen / verüben; sich äußerst / immer wieder aufs Neue wunderlich / eigenartig benehmen; jede Menge Schrullen / Eigenheiten haben	perfective	-	начуди'	начуди'те	начуди'л	начуди'ла	начуди'ло	начуди'ли	начужу'	начуди'шь	начуди'т	начуди'м	начуди'те	начудя'т
нашалить	нашали'ть	be naughty	es ziemlich übertreiben, jede Menge tolle Streiche machen, kräftig herumalbern, über die Stränge schlagen, ganz schön unartig sein	perfective	-	нашали'	нашали'те	нашали'л	нашали'ла	нашали'ло	нашали'ли	нашалю'	нашали'шь	нашали'т	нашали'м	нашали'те	нашаля'т
нашинковать	нашинкова'ть	shred, chop	schnitzeln, in feine Streifen schneiden, hobeln, raspeln (Kohl usw.); schreddern	perfective	шинкова́ть	нашинку'й	нашинку'йте	нашинкова'л	нашинкова'ла	нашинкова'ло	нашинкова'ли	нашинку'ю	нашинку'ешь	нашинку'ет	нашинку'ем	нашинку'ете	нашинку'ют
нашлёпать	нашлёпать	slap, spank, give a spanking	einen Klaps geben	perfective	нашлёпывать	нашлёпай	нашлёпайте	нашлёпал	нашлёпала	нашлёпало	нашлёпали	нашлёпаю	нашлёпаешь	нашлёпает	нашлёпаем	нашлёпаете	нашлёпают
нашпиливать	нашпи'ливать	pin	aufspießen, (in bestimmter / größerer Menge) anstecken / (mit einer Nadel) festmachen	imperfective	нашпи́лить	нашпи'ливай	нашпи'ливайте	нашпи'ливал	нашпи'ливала	нашпи'ливало	нашпи'ливали	нашпи'ливаю	нашпи'ливаешь	нашпи'ливает	нашпи'ливаем	нашпи'ливаете	нашпи'ливают
нащёлкать	нащёлкать	crack, fillip	knacken (Nüsse, Samen, Kerne); schnipsen, (jemanden) durch Schnipsen ärgern	perfective	нащёлкивать												
нащепать	нащепа'ть	chip	in großen Mengen schnitzen, spalten	perfective	-	нащепли'	нащепли'те	нащепа'л	нащепа'ла	нащепа'ло	нащепа'ли	нащеплю'	наще'плешь	наще'плет	наще'плем	наще'плете	наще'плют
нащипать	нащипа'ть	pluck, pick	(in bestimmter / größerer Menge) rupfen / ausrupfen / zusammenrupfen; schmerzhaft (in die Wangen / Ohren / Hand / ...) zwicken / kneifen	perfective	нащи́пывать	нащипли'	нащипли'те	нащипа'л	нащипа'ла	нащипа'ло	нащипа'ли	нащиплю'	нащи'плешь	нащи'плет	нащи'плем	нащи'плете	нащи'плют
наэлектризовать	наэлектризова'ть	electrify	elektrisieren, erregen	perfective	наэлектризовывать	наэлектризу'й	наэлектризу'йте	наэлектризова'л	наэлектризова'ла	наэлектризова'ло	наэлектризова'ли	наэлектризу'ю	наэлектризу'ешь	наэлектризу'ет	наэлектризу'ем	наэлектризу'ете	наэлектризу'ют
небрежничать	небре'жничать	be careless	etwas hinschludern / laufen lassen, vernachlässigen, nachlässig sein	imperfective	-	небре'жничай	небре'жничайте	небре'жничал	небре'жничала	небре'жничало	небре'жничали	небре'жничаю	небре'жничаешь	небре'жничает	небре'жничаем	небре'жничаете	небре'жничают
неволить	нево'лить	force, constrain, compel	zwingen, nötigen; veranlassen, etwas gegen den eigenen Willen zu tun, Zwang antun	imperfective	-	нево'ль	нево'льте	нево'лил	нево'лила	нево'лило	нево'лили	нево'лю	нево'лишь	нево'лит	нево'лим	нево'лите	нево'лят
неглижировать	неглижи'ровать	neglect, disregard	vernachlässigen, mit Missachtung strafen	imperfective	-	неглижи'руй	неглижи'руйте	неглижи'ровал	неглижи'ровала	неглижи'ровало	неглижи'ровали	неглижи'рую	неглижи'руешь	неглижи'рует	неглижи'руем	неглижи'руете	неглижи'руют
недобирать	недобира'ть	not get the full amount	zu wenig bekommen; zu wenig / nicht genügend abnehmen (im Vergleich zur vereinbarten Menge)	imperfective	недобра́ть	недобира'й	недобира'йте	недобира'л	недобира'ла	недобира'ло	недобира'ли	недобира'ю	недобира'ешь	недобира'ет	недобира'ем	недобира'ете	недобира'ют
недоваривать	недова'ривать	undercook	nicht └ fertig kochen/fertigkochen ┘ (vt. )	imperfective	недоварить												
недовариваться	недова'риваться	not cook properly	nicht fertig gekocht	imperfective	недовариться			недова'ривался	недова'ривалась	недова'ривалось	недова'ривались			недова'ривается			недова'риваются
недовыполнять	недовыполня'ть	underfulfil	untererfüllen (Plan)	imperfective	недовы́полнить	недовыполня'й	недовыполня'йте	недовыполня'л	недовыполня'ла	недовыполня'ло	недовыполня'ли	недовыполня'ю	недовыполня'ешь	недовыполня'ет	недовыполня'ем	недовыполня'ете	недовыполня'ют
недоглядеть	недогляде'ть	overlook, miss, not take sufficient care	nicht bemerken, übersehen, vertriefen, unaufmerksam sein; nicht (richtig) aufpassen	perfective	недогля́дывать	недогляди'	недогляди'те	недогляде'л	недогляде'ла	недогляде'ло	недогляде'ли	недогляжу'	недогляди'шь	недогляди'т	недогляди'м	недогляди'те	недоглядя'т
недогружать	недогружа'ть	underload, not give full load, fail to load in full	unvollständig beladen, nicht vollladen	imperfective	недогрузѝть	недогружа'й	недогружа'йте	недогружа'л	недогружа'ла	недогружа'ло	недогружа'ли	недогружа'ю	недогружа'ешь	недогружа'ет	недогружа'ем	недогружа'ете	недогружа'ют
недодавать	недодава'ть	give short, deliver short	zu wenig geben, zu wenig bezahlen	imperfective	недодать	недодава'й	недодава'йте	недодава'л	недодава'ла	недодава'ло	недодава'ли	недодаю'	недодаёшь	недодаёт	недодаём	недодаёте	недодаю'т
недодержать	недодержа'ть	underexpose	nicht so lange halten, wie es erforderlich (gewesen) wäre; nicht lange genug bestimmten Bedingungen aussetzen	perfective	недоде́рживать	недодержи'	недодержи'те	недодержа'л	недодержа'ла	недодержа'ло	недодержа'ли	недодержу'	недоде'ржишь	недоде'ржит	недоде'ржим	недоде'ржите	недоде'ржат
недоедать	недоеда'ть	be undernourished, be underfed, not get enough to eat, not eat enough	(zu) wenig essen, hungern, nicht genug essen; nicht aufessen, sich nicht satt essen	imperfective	-;недое́сть	недоеда'й	недоеда'йте	недоеда'л	недоеда'ла	недоеда'ло	недоеда'ли	недоеда'ю	недоеда'ешь	недоеда'ет	недоеда'ем	недоеда'ете	недоеда'ют
недомогать	недомога'ть	not feel very well, be under the weather	sich nicht wohl fühlen	imperfective	-	недомога'й	недомога'йте	недомога'л	недомога'ла	недомога'ло	недомога'ли	недомога'ю	недомога'ешь	недомога'ет	недомога'ем	недомога'ете	недомога'ют
недополучать	недополуча'ть	receive less	zu wenig bekommen, nicht alles / so viel wie nötig bekommen	imperfective	недополучѝть	недополуча'й	недополуча'йте	недополуча'л	недополуча'ла	недополуча'ло	недополуча'ли	недополуча'ю	недополуча'ешь	недополуча'ет	недополуча'ем	недополуча'ете	недополуча'ют
недоработать	недорабо'тать	not do the full amount of work	nicht fertigstellen, nicht abschließen	perfective	недораба́тывать	недорабо'тай	недорабо'тайте	недорабо'тал	недорабо'тала	недорабо'тало	недорабо'тали	недорабо'таю	недорабо'таешь	недорабо'тает	недорабо'таем	недорабо'таете	недорабо'тают
недослышать	недослы'шать	fail to hear to the end, be hard of hearing	schlecht hören können, etwas schwerhörig sein, taub sein; nicht hören, nicht / schlecht gehört haben	perfective	-	недослы'шь	недослы'шьте	недослы'шал	недослы'шала	недослы'шало	недослы'шали	недослы'шу	недослы'шишь	недослы'шит	недослы'шим	недослы'шите	недослы'шат
недосмотреть	недосмотре'ть	overlook, miss, not take sufficient care	nicht (richtig) aufpassen	perfective	недосматривать	недосмотри'	недосмотри'те	недосмотре'л	недосмотре'ла	недосмотре'ло	недосмотре'ли	недосмотрю'	недосмо'тришь	недосмо'трит	недосмо'трим	недосмо'трите	недосмо'трят
недосчитываться	недосчи'тываться	miss	eine Fehlmenge beim Zählen feststellen	imperfective	недосчитаться	недосчи'тывайся	недосчи'тывайтесь	недосчи'тывался	недосчи'тывалась	недосчи'тывалось	недосчи'тывались	недосчи'тываюсь	недосчи'тываешься	недосчи'тывается	недосчи'тываемся	недосчи'тываетесь	недосчи'тываются
нежничать	не'жничать	cuddle, bill and coo, canoodle, be over-indulgent	zu viel Nachsicht üben	imperfective	-	не'жничай	не'жничайте	не'жничал	не'жничала	не'жничало	не'жничали	не'жничаю	не'жничаешь	не'жничает	не'жничаем	не'жничаете	не'жничают
нереститься	нерести'ться	spawn	laichen, ablaichen	imperfective	-	нерести'сь	нерести'тесь	нерести'лся	нерести'лась	нерести'лось	нерести'лись	нерещу'сь	нерести'шься	нерести'тся	нерести'мся	нерести'тесь	нерестя'тся
нивелировать	нивели'ровать	level	abgleichen, angleichen	both		нивели'руй	нивели'руйте	нивели'ровал	нивели'ровала	нивели'ровало	нивели'ровали	нивели'рую	нивели'руешь	нивели'рует	нивели'руем	нивели'руете	нивели'руют
нивелироваться	нивели'роваться	smooth	nivelliert werden	both		нивели'руйся	нивели'руйтесь	нивели'ровался	нивели'ровалась	нивели'ровалось	нивели'ровались	нивели'руюсь	нивели'руешься	нивели'руется	нивели'руемся	нивели'руетесь	нивели'руются
низать	низа'ть	string, thread	auffädeln, zusamnenfädeln; verknüpfen, verbinden	imperfective	нанизать;снизать	нижи'	нижи'те	низа'л	низа'ла	низа'ло	низа'ли	нижу'	ни'жешь	ни'жет	ни'жем	ни'жете	ни'жут
низвергать	низверга'ть	precipitate, overthrow, subvert	stürzen, hinunterstürzen	imperfective	низвергнуть	низверга'й	низверга'йте	низверга'л	низверга'ла	низверга'ло	низверга'ли	низверга'ю	низверга'ешь	низверга'ет	низверга'ем	низверга'ете	низверга'ют
низводить	низводи'ть	bring down, reduce	herabwürdigen, herabsetzen, degradieren	imperfective	низвести́	низводи'	низводи'те	низводи'л	низводи'ла	низводи'ло	низводи'ли	низвожу'	низво'дишь	низво'дит	низво'дим	низво'дите	низво'дят
низкопоклонничать	низкопокло'нничать	kow-tow, cringe, fawn, grovel	katzbuckeln, liebedienern	imperfective	-	низкопокло'нничай	низкопокло'нничайте	низкопокло'нничал	низкопокло'нничала	низкопокло'нничало	низкопокло'нничали	низкопокло'нничаю	низкопокло'нничаешь	низкопокло'нничает	низкопокло'нничаем	низкопокло'нничаете	низкопокло'нничают
низлагать	низлага'ть	depose, dethrone	stürzen, entmachten	imperfective	низложѝть	низлага'й	низлага'йте	низлага'л	низлага'ла	низлага'ло	низлага'ли	низлага'ю	низлага'ешь	низлага'ет	низлага'ем	низлага'ете	низлага'ют
низринуть	низри'нуть	precipitate, throw down	stürzen, niederreißen	perfective	-	низри'нь	низри'ньте	низри'нул	низри'нула	низри'нуло	низри'нули	низри'ну	низри'нешь	низри'нет	низри'нем	низри'нете	низри'нут
никелировать	никелирова'ть	plate with nickel, nickel	vernickeln	both		никелиру'й	никелиру'йте	никелирова'л	никелирова'ла	никелирова'ло	никелирова'ли	никелиру'ю	никелиру'ешь	никелиру'ет	никелиру'ем	никелиру'ете	никелиру'ют
ниспосылать	ниспосыла'ть	grant	herabsenden	imperfective	ниспослать	ниспосыла'й	ниспосыла'йте	ниспосыла'л	ниспосыла'ла	ниспосыла'ло	ниспосыла'ли	ниспосыла'ю	ниспосыла'ешь	ниспосыла'ет	ниспосыла'ем	ниспосыла'ете	ниспосыла'ют
ниспровергать	ниспроверга'ть	subvert, overthrow	stürzen, niederreissen	imperfective	ниспровергнуть	ниспроверга'й	ниспроверга'йте	ниспроверга'л	ниспроверга'ла	ниспроверга'ло	ниспроверга'ли	ниспроверга'ю	ниспроверга'ешь	ниспроверга'ет	ниспроверга'ем	ниспроверга'ете	ниспроверга'ют
нисходить	нисходи'ть	descend	herabsteigen; niedersinken (Nebel usw.)	imperfective	низойти́	нисходи'	нисходи'те	нисходи'л	нисходи'ла	нисходи'ло	нисходи'ли	нисхожу'	нисхо'дишь	нисхо'дит	нисхо'дим	нисхо'дите	нисхо'дят
нитрировать	нитри'ровать	nitride, nitrate	nitrieren	both		нитри'руй	нитри'руйте	нитри'ровал	нитри'ровала	нитри'ровало	нитри'ровали	нитри'рую	нитри'руешь	нитри'рует	нитри'руем	нитри'руете	нитри'руют
нитрифицировать	нитрифици'ровать	nitrify	nitrifizieren	both													
нищать	нища'ть	grow poor, be reduced to penury, become a beggar	verarmen	imperfective	обнищать	нища'й	нища'йте	нища'л	нища'ла	нища'ло	нища'ли	нища'ю	нища'ешь	нища'ет	нища'ем	нища'ете	нища'ют
нищенствовать	ни'щенствовать	beg, go begging, lead a beggarly life, be destitute	als Bettler leben, betteln gehen	imperfective	-	ни'щенствуй	ни'щенствуйте	ни'щенствовал	ни'щенствовала	ни'щенствовало	ни'щенствовали	ни'щенствую	ни'щенствуешь	ни'щенствует	ни'щенствуем	ни'щенствуете	ни'щенствуют
нокаутировать	нокаути'ровать	knock out	niederschlagen, k.o. schlagen, Knock-out/Knockout schlagen	both		нокаути'руй	нокаути'руйте	нокаути'ровал	нокаути'ровала	нокаути'ровало	нокаути'ровали	нокаути'рую	нокаути'руешь	нокаути'рует	нокаути'руем	нокаути'руете	нокаути'руют
нормировать	нормирова'ть	normalize, standardize, ration	normen	both	-	нормиру'й	нормиру'йте	нормирова'л	нормирова'ла	нормирова'ло	нормирова'ли	нормиру'ю	нормиру'ешь	нормиру'ет	нормиру'ем	нормиру'ете	нормиру'ют
нумеровать	нумерова'ть	number	numerieren	imperfective	занумеровать	нумеру'й	нумеру'йте	нумерова'л	нумерова'ла	нумерова'ло	нумерова'ли	нумеру'ю	нумеру'ешь	нумеру'ет	нумеру'ем	нумеру'ете	нумеру'ют
нюансировать	нюанси'ровать	shade	nuancieren	both		нюанси'руй	нюанси'руйте	нюанси'ровал	нюанси'ровала	нюанси'ровало	нюанси'ровали	нюанси'рую	нюанси'руешь	нюанси'рует	нюанси'руем	нюанси'руете	нюанси'руют
обваливать	обва'ливать	cause to fall, crumble, heap round, roll	zum Einsturz bringen, stürzen; mit einer Aufschüttung umgeben, mit einem Schutzwall versehen	imperfective	обвалѝть;обваля́ть	обва'ливай	обва'ливайте	обва'ливал	обва'ливала	обва'ливало	обва'ливали	обва'ливаю	обва'ливаешь	обва'ливает	обва'ливаем	обва'ливаете	обва'ливают
обваливаться	обва'ливаться	fall, collapse, cave in, crumble	einstürzen	imperfective	обвалиться	обва'ливайся	обва'ливайтесь	обва'ливался	обва'ливалась	обва'ливалось	обва'ливались	обва'ливаюсь	обва'ливаешься	обва'ливается	обва'ливаемся	обва'ливаетесь	обва'ливаются
обваривать	обва'ривать	pour boiling water, scald	brühen, dünsten, blanchieren; verbrühen, abbrühen; rundherum festschweißen	imperfective	обварѝть	обва'ривай	обва'ривайте	обва'ривал	обва'ривала	обва'ривало	обва'ривали	обва'риваю	обва'риваешь	обва'ривает	обва'риваем	обва'риваете	обва'ривают
обвариваться	обва'риваться	scald oneself	sich verbrühen	imperfective	обварѝться	обва'ривайся	обва'ривайтесь	обва'ривался	обва'ривалась	обва'ривалось	обва'ривались	обва'риваюсь	обва'риваешься	обва'ривается	обва'риваемся	обва'риваетесь	обва'риваются
обвевать	обвева'ть	fan	ergriffen werden, einen Hauch verspüren	imperfective	обве́ять	обвева'й	обвева'йте	обвева'л	обвева'ла	обвева'ло	обвева'ли	обвева'ю	обвева'ешь	обвева'ет	обвева'ем	обвева'ете	обвева'ют
обвеивать	обве'ивать	winnow	worfeln, Getreide reinigen	imperfective	обве́ять	обве'ивай	обве'ивайте	обве'ивал	обве'ивала	обве'ивало	обве'ивали	обве'иваю	обве'иваешь	обве'ивает	обве'иваем	обве'иваете	обве'ивают
обвенчать	обвенча'ть	marry	vermählen, kirchlich trauen	perfective	венчать	обвенча'й	обвенча'йте	обвенча'л	обвенча'ла	обвенча'ло	обвенча'ли	обвенча'ю	обвенча'ешь	обвенча'ет	обвенча'ем	обвенча'ете	обвенча'ют
обвёртывать	обвёртывать	wrap up, wind round	einschlagen, einwickeln, einhüllen	imperfective	обвернуть	обвёртывай	обвёртывайте	обвёртывал	обвёртывала	обвёртывало	обвёртывали	обвёртываю	обвёртываешь	обвёртывает	обвёртываем	обвёртываете	обвёртывают
обветривать	обве'тривать	expose to the wind	dem Wind ausgesetzt sein, dem Wind aussetzen, vom Sturm gerben lassen	imperfective	обветрить	обве'тривай	обве'тривайте	обве'тривал	обве'тривала	обве'тривало	обве'тривали	обве'триваю	обве'триваешь	обве'тривает	обве'триваем	обве'триваете	обве'тривают
обвешивать	обве'шивать	cheat in weighing, give short weight, hang round, cover	vollhängen, behängen; durch falsches Abwiegen betrügen	imperfective	обвешать;обвесить	обве'шивай	обве'шивайте	обве'шивал	обве'шивала	обве'шивало	обве'шивали	обве'шиваю	обве'шиваешь	обве'шивает	обве'шиваем	обве'шиваете	обве'шивают
обвешиваться	обве'шиваться	weigh wrong, wear too many ornaments	sich behängen	imperfective	обве́шаться	обве'шивайся	обве'шивайтесь	обве'шивался	обве'шивалась	обве'шивалось	обве'шивались	обве'шиваюсь	обве'шиваешься	обве'шивается	обве'шиваемся	обве'шиваетесь	обве'шиваются
обвивать	обвива'ть	wind, twine, entwine	umwenden, umranken, umschlingen	imperfective	обвить	обвива'й	обвива'йте	обвива'л	обвива'ла	обвива'ло	обвива'ли	обвива'ю	обвива'ешь	обвива'ет	обвива'ем	обвива'ете	обвива'ют
обвиваться	обвива'ться	wind, twine oneself	sich schlingen, sich winden, sich ranken	imperfective	обви́ться	обвива'йся	обвива'йтесь	обвива'лся	обвива'лась	обвива'лось	обвива'лись	обвива'юсь	обвива'ешься	обвива'ется	обвива'емся	обвива'етесь	обвива'ются
обвисать	обвиса'ть	hang, droop, sag	herunterhängen, herunterbaumeln	imperfective	обвиснуть	обвиса'й	обвиса'йте	обвиса'л	обвиса'ла	обвиса'ло	обвиса'ли	обвиса'ю	обвиса'ешь	обвиса'ет	обвиса'ем	обвиса'ете	обвиса'ют
обводнять	обводня'ть	supply with water, irrigate, turn the water, fill up with water	bewässern, mit Wasser versorgen, meliorieren	imperfective	обводни́ть	обводня'й	обводня'йте	обводня'л	обводня'ла	обводня'ло	обводня'ли	обводня'ю	обводня'ешь	обводня'ет	обводня'ем	обводня'ете	обводня'ют
обворожить	обворожи'ть	fascinate, bewitch, charm	bezaubern, verzaubern, einnehmen, betören	perfective	обвора́живать	обворожи'	обворожи'те	обворожи'л	обворожи'ла	обворожи'ло	обворожи'ли	обворожу'	обворожи'шь	обворожи'т	обворожи'м	обворожи'те	обворожа'т
обвязывать	обвя'зывать	tie, crochet round, edge in chain-stitch	umbinden, umwickeln, binden	imperfective	обвязать	обвя'зывай	обвя'зывайте	обвя'зывал	обвя'зывала	обвя'зывало	обвя'зывали	обвя'зываю	обвя'зываешь	обвя'зывает	обвя'зываем	обвя'зываете	обвя'зывают
обвязываться	обвя'зываться	tie round oneself	sich umbinden	imperfective	обвяза̀ться	обвя'зывайся	обвя'зывайтесь	обвя'зывался	обвя'зывалась	обвя'зывалось	обвя'зывались	обвя'зываюсь	обвя'зываешься	обвя'зывается	обвя'зываемся	обвя'зываетесь	обвя'зываются
обгладывать	обгла'дывать	pick, gnaw round	ringsum abnagen, anknabbern	imperfective	обглодать	обгла'дывай	обгла'дывайте	обгла'дывал	обгла'дывала	обгла'дывало	обгла'дывали	обгла'дываю	обгла'дываешь	обгла'дывает	обгла'дываем	обгла'дываете	обгла'дывают
обгорать	обгора'ть	be scorched, be burnt on the edges	angekohlt werden	imperfective	обгореть	обгора'й	обгора'йте	обгора'л	обгора'ла	обгора'ло	обгора'ли	обгора'ю	обгора'ешь	обгора'ет	обгора'ем	обгора'ете	обгора'ют
обгрызать	обгрыза'ть	gnaw round	abnagen, abknabbern, anknabbern	imperfective	обгрызть	обгрыза'й	обгрыза'йте	обгрыза'л	обгрыза'ла	обгрыза'ло	обгрыза'ли	обгрыза'ю	обгрыза'ешь	обгрыза'ет	обгрыза'ем	обгрыза'ете	обгрыза'ют
обдаваться	обдава'ться	pour over oneself	sich übergießen	imperfective	обда́ться	обдава'йся	обдава'йтесь	обдава'лся	обдава'лась	обдава'лось	обдава'лись	обдаю'сь	обдаёшься	обдаётся	обдаёмся	обдаётесь	обдаю'тся
обделывать	обде'лывать	finish, dress, fix, manage, arrange	bearbeiten, behandeln; fertigkriegen, schaffen, hinkriegen	imperfective	обде́лать	обде'лывай	обде'лывайте	обде'лывал	обде'лывала	обде'лывало	обде'лывали	обде'лываю	обде'лываешь	обде'лывает	обде'лываем	обде'лываете	обде'лывают
обделять	обделя'ть	do out of share, not let have fair share, share unfairly, deprive	benachteiligen	imperfective	обделить	обделя'й	обделя'йте	обделя'л	обделя'ла	обделя'ло	обделя'ли	обделя'ю	обделя'ешь	обделя'ет	обделя'ем	обделя'ете	обделя'ют
обдёргивать	обдёргивать	adjust, pull down	rundherum └ abrupfen / abreißen / ausfransen ┘; rundherum └ abrupfen / abreißen / ausfransen ┘; (durch Abreißen) in eine entsprechende Form bringen; seine Sachen └ ordnen / └ glatt ziehen/glattziehen ┘	imperfective	обдёргать												
обдёргиваться	обдёргиваться	pull out, produce, the wrong card	sich seine Sachen glattziehen, sich seine Sachen glattstreichen	imperfective	обдёрнуться	обдёргивайся	обдёргивайтесь	обдёргивался	обдёргивалась	обдёргивалось	обдёргивались	обдёргиваюсь	обдёргиваешься	обдёргивается	обдёргиваемся	обдёргиваетесь	обдёргиваются
обдурять	обдуря'ть	cheat	betrügen, reinlegen	imperfective	обдурить	обдуря'й	обдуря'йте	обдуря'л	обдуря'ла	обдуря'ло	обдуря'ли	обдуря'ю	обдуря'ешь	обдуря'ет	обдуря'ем	обдуря'ете	обдуря'ют
обеднять	обедня'ть	impoverish, make scanty, water down	arm machen, verarmen lassen	imperfective	arm machen;verarmen lassen	обедня'й	обедня'йте	обедня'л	обедня'ла	обедня'ло	обедня'ли	обедня'ю	обедня'ешь	обедня'ет	обедня'ем	обедня'ете	обедня'ют
обезвоживать	обезво'живать	deprive of water, dehydrate	entwässern, Wasser entziehen, dehydrieren	imperfective	обезво́дить	обезво'живай	обезво'живайте	обезво'живал	обезво'живала	обезво'живало	обезво'живали	обезво'живаю	обезво'живаешь	обезво'живает	обезво'живаем	обезво'живаете	обезво'живают
обезвреживать	обезвре'живать	render harmless	unschädlich machen	imperfective	обезвредить	обезвре'живай	обезвре'живайте	обезвре'живал	обезвре'живала	обезвре'живало	обезвре'живали	обезвре'живаю	обезвре'живаешь	обезвре'живает	обезвре'живаем	обезвре'живаете	обезвре'живают
обезглавливать	обезгла'вливать	behead, decapitate, destroy the brain-centre	köpfen, enthaupten	imperfective	обезглавить	обезгла'вливай	обезгла'вливайте	обезгла'вливал	обезгла'вливала	обезгла'вливало	обезгла'вливали	обезгла'вливаю	обезгла'вливаешь	обезгла'вливает	обезгла'вливаем	обезгла'вливаете	обезгла'вливают
обездоливать	обездо'ливать	deprive of share, treat unfairly, make destitute	unglücklich machen, elend machen	imperfective	обездолить	обездо'ливай	обездо'ливайте	обездо'ливал	обездо'ливала	обездо'ливало	обездо'ливали	обездо'ливаю	обездо'ливаешь	обездо'ливает	обездо'ливаем	обездо'ливаете	обездо'ливают
обезжиривать	обезжи'ривать	deprive of fat, skin, remove fat, degrease	entfetten	imperfective	обезжи́рить	обезжи'ривай	обезжи'ривайте	обезжи'ривал	обезжи'ривала	обезжи'ривало	обезжи'ривали	обезжи'риваю	обезжи'риваешь	обезжи'ривает	обезжи'риваем	обезжи'риваете	обезжи'ривают
обеззараживать	обеззара'живать	disinfect, decontaminate	desinfizieren, entseuchen, entaktivieren	imperfective	обеззаразить	обеззара'живай	обеззара'живайте	обеззара'живал	обеззара'живала	обеззара'живало	обеззара'живали	обеззара'живаю	обеззара'живаешь	обеззара'живает	обеззара'живаем	обеззара'живаете	обеззара'живают
обезземеливать	обезземе'ливать	dispossess of land	des Landes / Bodens berauben	imperfective	обезземе́лить	обезземе'ливай	обезземе'ливайте	обезземе'ливал	обезземе'ливала	обезземе'ливало	обезземе'ливали	обезземе'ливаю	обезземе'ливаешь	обезземе'ливает	обезземе'ливаем	обезземе'ливаете	обезземе'ливают
обезлесить	обезле'сить	deforest	abholzen, Kahlschlag machen	perfective	обезлесивать	обезле'сь	обезле'сьте	обезле'сил	обезле'сила	обезле'сило	обезле'сили	обезле'шу	обезле'сишь	обезле'сит	обезле'сим	обезле'сите	обезле'сят
обезличивать	обезли'чивать	depersonalize, deprive of personal responsibility	entpersönlichen, der Eigenständigkeit berauben, anonymisieren	imperfective	обезли́чить	обезли'чивай	обезли'чивайте	обезли'чивал	обезли'чивала	обезли'чивало	обезли'чивали	обезли'чиваю	обезли'чиваешь	обезли'чивает	обезли'чиваем	обезли'чиваете	обезли'чивают
обезлюдить	обезлюди'ть	depopulate	entvölkern, menschenleer machen	perfective	обезлюживать	обезлю'дь	обезлю'дьте	обезлюди'л	обезлюди'ла	обезлюди'ло	обезлюди'ли	обезлю'жу	обезлю'дишь	обезлю'дит	обезлю'дим	обезлю'дите	обезлю'дят
обезображивать	обезобра'живать	disfigure	einspeicheln, bespeicheln, ablecken, belecken, nasslecken/nass lecken	imperfective	обслюни́ть	обезобра'живай	обезобра'живайте	обезобра'живал	обезобра'живала	обезобра'живало	обезобра'живали	обезобра'живаю	обезобра'живаешь	обезобра'живает	обезобра'живаем	обезобра'живаете	обезобра'живают
обезьянничать	обезья'нничать	ape	sich wie ein Affe aufführen; nachäffen, nachahmen	imperfective	-	обезья'нничай	обезья'нничайте	обезья'нничал	обезья'нничала	обезья'нничало	обезья'нничали	обезья'нничаю	обезья'нничаешь	обезья'нничает	обезья'нничаем	обезья'нничаете	обезья'нничают
обелять	обеля'ть	rehabilitate, prove the innocence, whitewash	rechtfertigen, entschuldigen, reinwaschen; von Pachtzins / Abgaben befreien (einen Bauernhof)	imperfective	обели́ть	обеля'й	обеля'йте	обеля'л	обеля'ла	обеля'ло	обеля'ли	обеля'ю	обеля'ешь	обеля'ет	обеля'ем	обеля'ете	обеля'ют
оберегаться	оберега'ться	guard oneself, protect oneself	sich hüten, sich in Acht nehmen	imperfective	оберечься	оберега'йся	оберега'йтесь	оберега'лся	оберега'лась	оберега'лось	оберега'лись	оберега'юсь	оберега'ешься	оберега'ется	оберега'емся	оберега'етесь	оберега'ются
обёртывать	обёртывать	wrap up, wind round, wrap round, turn	wenden, drehen, umkehren; einschlagen, einwickeln, einhüllen	imperfective	обернуть												
обёртываться	обёртываться	turn, turn out, take a turn, manage, get by	sich umdrehen, sich umwenden; verzaubert werden, verwandelt werden	imperfective	обернуться												
обескровливать	обескро'вливать	drain of blood, bleed white, exsanguinate, render lifeless	ausbluten lassen, ausbluten	imperfective	обескровить	обескро'вливай	обескро'вливайте	обескро'вливал	обескро'вливала	обескро'вливало	обескро'вливали	обескро'вливаю	обескро'вливаешь	обескро'вливает	обескро'вливаем	обескро'вливаете	обескро'вливают
обескураживать	обескура'живать	discourage, dishearted, dispirit	entmutigen	imperfective	обескуражить	обескура'живай	обескура'живайте	обескура'живал	обескура'живала	обескура'живало	обескура'живали	обескура'живаю	обескура'живаешь	обескура'живает	обескура'живаем	обескура'живаете	обескура'живают
обеспамятеть	обеспа'мятеть	lose consciousness, faint, become unconscious	sein Gedächtnis verlieren; das Bewusstsein verlieren, ohnmächtig werden; kurzzeitig verrückt werden, die Fähigkeit zum Denken verlieren	perfective	-	обеспа'мятей	обеспа'мятейте	обеспа'мятел	обеспа'мятела	обеспа'мятело	обеспа'мятели	обеспа'мятею	обеспа'мятеешь	обеспа'мятеет	обеспа'мятеем	обеспа'мятеете	обеспа'мятеют
